@RELATION PPI

@ATTRIBUTE Protein1 STRING
@ATTRIBUTE Protein2 STRING
@ATTRIBUTE ProteinExpressionSim NUMERIC
@ATTRIBUTE GeneExpressionSim NUMERIC
@ATTRIBUTE DIPSim NUMERIC
@ATTRIBUTE PositiveData {true,false}

@DATA
YGR229C, YJL099W, 0.27, 0.15, 0.00, true
YJL099W, YGR229C, 0.27, 0.15, 0.00, true
YGR229C, YKL190W, 0.17, 0.58, 0.00, true
YKL190W, YGR229C, 0.17, 0.58, 0.00, true
YGR229C, YKR099W, 0.28, 0.62, 0.00, true
YKR099W, YGR229C, 0.28, 0.62, 0.00, true
YGR229C, YLR039C, 0.19, -0.46, 0.00, true
YLR039C, YGR229C, 0.19, -0.46, 0.00, true
YGR229C, YLR262C, 0.19, -0.14, 0.00, true
YLR262C, YGR229C, 0.19, -0.14, 0.00, true
YGR229C, YLR320W, 0.25, -0.05, 0.00, true
YLR320W, YGR229C, 0.25, -0.05, 0.00, true
YGR229C, YLR330W, 0.44, -0.19, 0.00, true
YLR330W, YGR229C, 0.44, -0.19, 0.00, true
YGR229C, YLR332W, 0.22, -0.52, 0.00, true
YLR332W, YGR229C, 0.22, -0.52, 0.00, true
YGR229C, YMR038C, 0.23, -0.22, 0.00, true
YMR038C, YGR229C, 0.23, -0.22, 0.00, true
YGR229C, YMR116C, 0.20, -0.13, 0.00, true
YMR116C, YGR229C, 0.20, -0.13, 0.00, true
YGR229C, YMR307W, 0.26, -0.15, 0.00, true
YMR307W, YGR229C, 0.26, -0.15, 0.00, true
YGR229C, YNL233W, 0.29, 0.11, 0.00, true
YNL233W, YGR229C, 0.29, 0.11, 0.00, true
YGR229C, YNL271C, 0.27, 0.09, 0.00, true
YNL271C, YGR229C, 0.27, 0.09, 0.00, true
YGR229C, YNL298W, 0.22, -0.08, 0.00, true
YNL298W, YGR229C, 0.22, -0.08, 0.00, true
YGR229C, YNL322C, 0.26, -0.19, 0.00, true
YNL322C, YGR229C, 0.26, -0.19, 0.00, true
YGR229C, YPL089C, 0.30, -0.30, 0.00, true
YPL089C, YGR229C, 0.30, -0.30, 0.00, true
YGR229C, YPR135W, 0.28, 0.04, 0.00, true
YPR135W, YGR229C, 0.28, 0.04, 0.00, true
YGR231C, YJL183W, 0.36, -0.37, 0.00, true
YJL183W, YGR231C, 0.36, -0.37, 0.00, true
YGR231C, YMR089C, 0.34, 0.19, 0.00, true
YMR089C, YGR231C, 0.34, 0.19, 0.00, true
YGR231C, YPL050C, 0.33, -0.24, 0.00, true
YPL050C, YGR231C, 0.33, -0.24, 0.00, true
YGR232W, YHR027C, 0.18, 0.01, 0.22, true
YHR027C, YGR232W, 0.18, 0.01, 0.22, true
YGR232W, YHR200W, 0.14, -0.16, 0.12, true
YHR200W, YGR232W, 0.14, -0.16, 0.12, true
YGR232W, YIL075C, 0.24, -0.30, 0.00, true
YIL075C, YGR232W, 0.24, -0.30, 0.00, true
YGR232W, YKL145W, 0.13, -0.04, 0.13, true
YKL145W, YGR232W, 0.13, -0.04, 0.13, true
YGR232W, YNL209W, 0.22, 0.07, 0.00, true
YNL209W, YGR232W, 0.22, 0.07, 0.00, true
YGR232W, YOR117W, 0.34, -0.02, 0.12, true
YOR117W, YGR232W, 0.34, -0.02, 0.12, true
YGR232W, YOR261C, 0.16, -0.05, 0.16, true
YOR261C, YGR232W, 0.16, -0.05, 0.16, true
YGR233C, YIL050W, 0.41, 0.10, 0.04, true
YIL050W, YGR233C, 0.41, 0.10, 0.04, true
YGR233C, YJL005W, 0.52, 0.02, 0.03, true
YJL005W, YGR233C, 0.52, 0.02, 0.03, true
YGR233C, YOL001W, 0.29, 0.39, 0.09, true
YOL001W, YGR233C, 0.29, 0.39, 0.09, true
YGR233C, YPL031C, 0.41, -0.01, 0.05, true
YPL031C, YGR233C, 0.41, -0.01, 0.05, true
YGR234W, YLL013C, 0.23, -0.02, 0.00, true
YLL013C, YGR234W, 0.23, -0.02, 0.00, true
YGR234W, YLR304C, 0.32, -0.11, 0.00, true
YLR304C, YGR234W, 0.32, -0.11, 0.00, true
YGR237C, YIL154C, 0.29, 0.39, 0.00, true
YIL154C, YGR237C, 0.29, 0.39, 0.00, true
YGR237C, YKR081C, 0.28, -0.18, 0.00, true
YKR081C, YGR237C, 0.28, -0.18, 0.00, true
YGR237C, YLR432W, 0.30, -0.28, 0.00, true
YLR432W, YGR237C, 0.30, -0.28, 0.00, true
YGR237C, YML056C, 0.33, 0.20, 0.00, true
YML056C, YGR237C, 0.33, 0.20, 0.00, true
YGR238C, YHR158C, 0.48, 0.18, 0.11, true
YHR158C, YGR238C, 0.48, 0.18, 0.11, true
YGR239C, YLR191W, 0.32, 0.47, 0.02, true
YLR191W, YGR239C, 0.32, 0.47, 0.02, true
YGR240C, YKL081W, 0.43, 0.57, 0.05, true
YKL081W, YGR240C, 0.43, 0.57, 0.05, true
YGR240C, YMR205C, 0.52, 0.59, 0.00, true
YMR205C, YGR240C, 0.52, 0.59, 0.00, true
YGR240C, YMR223W, 0.21, -0.12, 0.00, true
YMR223W, YGR240C, 0.21, -0.12, 0.00, true
YGR240C, YNL045W, 0.34, 0.43, 0.00, true
YNL045W, YGR240C, 0.34, 0.43, 0.00, true
YGR245C, YHR085W, 0.19, 0.22, 0.05, true
YHR085W, YGR245C, 0.19, 0.22, 0.05, true
YGR245C, YHR197W, 0.35, 0.57, 0.31, true
YHR197W, YGR245C, 0.35, 0.57, 0.31, true
YGR245C, YJL008C, 0.34, 0.04, 0.00, true
YJL008C, YGR245C, 0.34, 0.04, 0.00, true
YGR245C, YKR048C, 0.28, -0.16, 0.00, true
YKR048C, YGR245C, 0.28, -0.16, 0.00, true
YGR245C, YKR081C, 0.26, 0.66, 0.28, true
YKR081C, YGR245C, 0.26, 0.66, 0.28, true
YGR245C, YLR074C, 0.25, 0.57, 0.34, true
YLR074C, YGR245C, 0.25, 0.57, 0.34, true
YGR245C, YLR106C, 0.49, 0.19, 0.12, true
YLR106C, YGR245C, 0.49, 0.19, 0.12, true
YGR245C, YNL002C, 0.28, 0.49, 0.25, true
YNL002C, YGR245C, 0.28, 0.49, 0.25, true
YGR245C, YNL110C, 0.26, 0.71, 0.43, true
YNL110C, YGR245C, 0.26, 0.71, 0.43, true
YGR245C, YNL182C, 0.22, 0.54, 0.23, true
YNL182C, YGR245C, 0.22, 0.54, 0.23, true
YGR245C, YNR053C, 0.30, 0.73, 0.13, true
YNR053C, YGR245C, 0.30, 0.73, 0.13, true
YGR245C, YPL093W, 0.29, 0.78, 0.13, true
YPL093W, YGR245C, 0.29, 0.78, 0.13, true
YGR245C, YPR016C, 0.19, 0.36, 0.27, true
YPR016C, YGR245C, 0.19, 0.36, 0.27, true
YGR246C, YJL011C, 0.17, 0.03, 0.14, true
YJL011C, YGR246C, 0.17, 0.03, 0.14, true
YGR246C, YNL039W, 0.20, 0.18, 0.25, true
YNL039W, YGR246C, 0.20, 0.18, 0.25, true
YGR246C, YNR003C, 0.13, -0.10, 0.00, true
YNR003C, YGR246C, 0.13, -0.10, 0.00, true
YGR248W, YOR018W, 0.26, 0.30, 0.00, true
YOR018W, YGR248W, 0.26, 0.30, 0.00, true
YGR250C, YGR281W, 0.35, 0.07, 0.00, true
YGR281W, YGR250C, 0.35, 0.07, 0.00, true
YGR250C, YIR001C, 0.32, 0.54, 0.00, true
YIR001C, YGR250C, 0.32, 0.54, 0.00, true
YGR250C, YJL008C, 0.25, -0.03, 0.00, true
YJL008C, YGR250C, 0.25, -0.03, 0.00, true
YGR250C, YJL052W, 0.20, 0.48, 0.00, true
YJL052W, YGR250C, 0.20, 0.48, 0.00, true
YGR250C, YJL088W, 0.30, -0.02, 0.00, true
YJL088W, YGR250C, 0.30, -0.02, 0.00, true
YGR250C, YML002W, 0.41, 0.42, 0.00, true
YML002W, YGR250C, 0.41, 0.42, 0.00, true
YGR250C, YML051W, 0.31, -0.27, 0.00, true
YML051W, YGR250C, 0.31, -0.27, 0.00, true
YGR250C, YML105C, 0.14, -0.17, 0.00, true
YML105C, YGR250C, 0.14, -0.17, 0.00, true
YGR250C, YPL210C, 0.32, 0.18, 0.00, true
YPL210C, YGR250C, 0.32, 0.18, 0.00, true
YGR251W, YMR308C, 0.04, 0.30, 0.00, true
YMR308C, YGR251W, 0.04, 0.30, 0.00, true
YGR252W, YHR079C, 0.28, 0.07, 0.00, true
YHR079C, YGR252W, 0.28, 0.07, 0.00, true
YGR252W, YHR099W, 0.36, 0.18, 0.05, true
YHR099W, YGR252W, 0.36, 0.18, 0.05, true
YGR252W, YLR055C, 0.10, 0.41, 0.25, true
YLR055C, YGR252W, 0.10, 0.41, 0.25, true
YGR252W, YLR418C, 0.22, 0.03, 0.00, true
YLR418C, YGR252W, 0.22, 0.03, 0.00, true
YGR252W, YMR223W, 0.26, 0.22, 0.04, true
YMR223W, YGR252W, 0.26, 0.22, 0.04, true
YGR252W, YMR236W, 0.18, 0.18, 0.15, true
YMR236W, YGR252W, 0.18, 0.18, 0.15, true
YGR252W, YNL030W, 0.25, 0.16, 0.00, true
YNL030W, YGR252W, 0.25, 0.16, 0.00, true
YGR252W, YNL031C, 0.14, 0.12, 0.00, true
YNL031C, YGR252W, 0.14, 0.12, 0.00, true
YGR252W, YNL330C, 0.21, 0.13, 0.01, true
YNL330C, YGR252W, 0.21, 0.13, 0.01, true
YGR252W, YOL012C, 0.02, 0.20, 0.00, true
YOL012C, YGR252W, 0.02, 0.20, 0.00, true
YGR252W, YOL148C, 0.24, 0.32, 0.24, true
YOL148C, YGR252W, 0.24, 0.32, 0.24, true
YGR252W, YOR023C, 0.18, 0.24, 0.03, true
YOR023C, YGR252W, 0.18, 0.24, 0.03, true
YGR252W, YOR290C, 0.27, 0.17, 0.00, true
YOR290C, YGR252W, 0.27, 0.17, 0.00, true
YGR252W, YPL016W, 0.19, 0.16, 0.00, true
YPL016W, YGR252W, 0.19, 0.16, 0.00, true
YGR252W, YPL047W, 0.05, 0.30, 0.00, true
YPL047W, YGR252W, 0.05, 0.30, 0.00, true
YGR252W, YPL086C, 0.21, -0.17, 0.00, true
YPL086C, YGR252W, 0.21, -0.17, 0.00, true
YGR252W, YPL181W, 0.21, 0.26, 0.02, true
YPL181W, YGR252W, 0.21, 0.26, 0.02, true
YGR252W, YPL254W, 0.21, 0.05, 0.10, true
YPL254W, YGR252W, 0.21, 0.05, 0.10, true
YGR252W, YPR070W, 0.17, -0.04, 0.03, true
YPR070W, YGR252W, 0.17, -0.04, 0.03, true
YGR253C, YJL001W, 0.21, 0.77, 0.04, true
YJL001W, YGR253C, 0.21, 0.77, 0.04, true
YGR253C, YML092C, 0.27, 0.48, 0.05, true
YML092C, YGR253C, 0.27, 0.48, 0.05, true
YGR253C, YMR314W, 0.20, 0.80, 0.18, true
YMR314W, YGR253C, 0.20, 0.80, 0.18, true
YGR253C, YOL038W, 0.23, 0.81, 0.12, true
YOL038W, YGR253C, 0.23, 0.81, 0.12, true
YGR253C, YOR148C, 0.18, 0.08, 0.00, true
YOR148C, YGR253C, 0.18, 0.08, 0.00, true
YGR253C, YOR157C, 0.20, 0.80, 0.04, true
YOR157C, YGR253C, 0.20, 0.80, 0.04, true
YGR253C, YOR362C, 0.24, 0.62, 0.08, true
YOR362C, YGR253C, 0.24, 0.62, 0.08, true
YGR253C, YPR103W, 0.21, 0.67, 0.09, true
YPR103W, YGR253C, 0.21, 0.67, 0.09, true
YGR253C, YPR185W, 0.19, 0.46, 0.00, true
YPR185W, YGR253C, 0.19, 0.46, 0.00, true
YGR254W, YHR013C, 0.12, -0.04, 0.00, true
YHR013C, YGR254W, 0.12, -0.04, 0.00, true
YGR258C, YIL143C, 0.41, 0.31, 0.00, true
YIL143C, YGR258C, 0.41, 0.31, 0.00, true
YGR258C, YLR430W, 0.50, -0.07, 0.00, true
YLR430W, YGR258C, 0.50, -0.07, 0.00, true
YGR258C, YOL090W, 0.46, -0.12, 0.04, true
YOL090W, YGR258C, 0.46, -0.12, 0.04, true
YGR261C, YJL024C, 0.26, 0.03, 0.40, true
YJL024C, YGR261C, 0.26, 0.03, 0.40, true
YGR261C, YLR039C, 0.45, 0.23, 0.00, true
YLR039C, YGR261C, 0.45, 0.23, 0.00, true
YGR261C, YLR429W, 0.24, 0.59, 0.00, true
YLR429W, YGR261C, 0.24, 0.59, 0.00, true
YGR261C, YOR106W, 0.22, -0.05, 0.05, true
YOR106W, YGR261C, 0.22, -0.05, 0.05, true
YGR261C, YPL195W, 0.42, 0.04, 0.22, true
YPL195W, YGR261C, 0.42, 0.04, 0.22, true
YGR262C, YJL184W, 0.12, 0.08, 0.00, true
YJL184W, YGR262C, 0.12, 0.08, 0.00, true
YGR262C, YKR038C, 0.15, 0.02, 0.00, true
YKR038C, YGR262C, 0.15, 0.02, 0.00, true
YGR262C, YML036W, 0.16, 0.05, 0.00, true
YML036W, YGR262C, 0.16, 0.05, 0.00, true
YGR264C, YLL022C, 0.22, 0.27, 0.00, true
YLL022C, YGR264C, 0.22, 0.27, 0.00, true
YGR264C, YLR258W, 0.32, -0.66, 0.00, true
YLR258W, YGR264C, 0.32, -0.66, 0.00, true
YGR268C, YHR016C, 0.12, 0.39, 0.04, true
YHR016C, YGR268C, 0.12, 0.39, 0.04, true
YGR268C, YOR138C, 0.27, -0.05, 0.00, true
YOR138C, YGR268C, 0.27, -0.05, 0.00, true
YGR270W, YLR418C, 0.24, -0.21, 0.00, true
YLR418C, YGR270W, 0.24, -0.21, 0.00, true
YGR272C, YHL034C, 0.13, -0.06, 0.00, true
YHL034C, YGR272C, 0.13, -0.06, 0.00, true
YGR272C, YNL255C, 0.01, 0.43, 0.00, true
YNL255C, YGR272C, 0.01, 0.43, 0.00, true
YGR274C, YHR023W, 0.44, 0.18, 0.00, true
YHR023W, YGR274C, 0.44, 0.18, 0.00, true
YGR274C, YHR121W, 0.31, -0.04, 0.00, true
YHR121W, YGR274C, 0.31, -0.04, 0.00, true
YGR274C, YML015C, 0.26, 0.10, 0.23, true
YML015C, YGR274C, 0.26, 0.10, 0.23, true
YGR274C, YML098W, 0.18, 0.06, 0.35, true
YML098W, YGR274C, 0.18, 0.06, 0.35, true
YGR274C, YML114C, 0.40, 0.18, 0.10, true
YML114C, YGR274C, 0.40, 0.18, 0.10, true
YGR274C, YMR005W, 0.29, 0.08, 0.10, true
YMR005W, YGR274C, 0.29, 0.08, 0.10, true
YGR274C, YMR227C, 0.26, 0.22, 0.08, true
YMR227C, YGR274C, 0.26, 0.22, 0.08, true
YGR274C, YMR236W, 0.23, -0.15, 0.25, true
YMR236W, YGR274C, 0.23, -0.15, 0.25, true
YGR274C, YNL236W, 0.47, 0.12, 0.00, true
YNL236W, YGR274C, 0.47, 0.12, 0.00, true
YGR274C, YPL011C, 0.29, 0.03, 0.14, true
YPL011C, YGR274C, 0.29, 0.03, 0.14, true
YGR274C, YPL129W, 0.41, 0.21, 0.06, true
YPL129W, YGR274C, 0.41, 0.21, 0.06, true
YGR274C, YPL167C, 0.48, 0.12, 0.00, true
YPL167C, YGR274C, 0.48, 0.12, 0.00, true
YGR274C, YPR072W, 0.29, 0.29, 0.15, true
YPR072W, YGR274C, 0.29, 0.29, 0.15, true
YGR275W, YHL025W, 0.23, 0.38, 0.00, true
YHL025W, YGR275W, 0.23, 0.38, 0.00, true
YGR275W, YIL126W, 0.21, -0.06, 0.00, true
YIL126W, YGR275W, 0.21, -0.06, 0.00, true
YGR275W, YJL176C, 0.24, 0.11, 0.00, true
YJL176C, YGR275W, 0.24, 0.11, 0.00, true
YGR275W, YKR008W, 0.20, 0.28, 0.00, true
YKR008W, YGR275W, 0.20, 0.28, 0.00, true
YGR275W, YLR033W, 0.16, 0.06, 0.00, true
YLR033W, YGR275W, 0.16, 0.06, 0.00, true
YGR275W, YLR321C, 0.14, 0.06, 0.00, true
YLR321C, YGR275W, 0.14, 0.06, 0.00, true
YGR275W, YLR357W, 0.23, -0.09, 0.00, true
YLR357W, YGR275W, 0.23, -0.09, 0.00, true
YGR275W, YML127W, 0.06, 0.31, 0.00, true
YML127W, YGR275W, 0.06, 0.31, 0.00, true
YGR275W, YMR033W, 0.10, -0.13, 0.00, true
YMR033W, YGR275W, 0.10, -0.13, 0.00, true
YGR275W, YMR091C, 0.10, -0.13, 0.00, true
YMR091C, YGR275W, 0.10, -0.13, 0.00, true
YGR275W, YOR290C, 0.31, 0.11, 0.00, true
YOR290C, YGR275W, 0.31, 0.11, 0.00, true
YGR275W, YPL129W, 0.09, 0.19, 0.00, true
YPL129W, YGR275W, 0.09, 0.19, 0.00, true
YGR275W, YPR034W, 0.10, 0.09, 0.00, true
YPR034W, YGR275W, 0.10, 0.09, 0.00, true
YGR278W, YHR165C, 0.52, 0.45, 0.02, true
YHR165C, YGR278W, 0.52, 0.45, 0.02, true
YGR278W, YKL095W, 0.22, 0.14, 0.02, true
YKL095W, YGR278W, 0.22, 0.14, 0.02, true
YGR278W, YKL173W, 0.45, 0.20, 0.21, true
YKL173W, YGR278W, 0.45, 0.20, 0.21, true
YGR278W, YLL036C, 0.32, 0.39, 0.34, true
YLL036C, YGR278W, 0.32, 0.39, 0.34, true
YGR278W, YLR117C, 0.29, 0.33, 0.23, true
YLR117C, YGR278W, 0.29, 0.33, 0.23, true
YGR278W, YMR213W, 0.33, 0.34, 0.08, true
YMR213W, YGR278W, 0.33, 0.34, 0.08, true
YGR278W, YMR288W, 0.49, 0.42, 0.15, true
YMR288W, YGR278W, 0.49, 0.42, 0.15, true
YGR278W, YOR361C, 0.28, 0.04, 0.00, true
YOR361C, YGR278W, 0.28, 0.04, 0.00, true
YGR278W, YPL151C, 0.22, 0.45, 0.20, true
YPL151C, YGR278W, 0.22, 0.45, 0.20, true
YGR279C, YMR305C, 0.73, 0.52, 0.00, true
YMR305C, YGR279C, 0.73, 0.52, 0.00, true
YGR281W, YOR153W, 0.61, 0.12, 0.00, true
YOR153W, YGR281W, 0.61, 0.12, 0.00, true
YGR281W, YOR270C, 0.58, -0.23, 0.00, true
YOR270C, YGR281W, 0.58, -0.23, 0.00, true
YGR283C, YHR089C, 0.12, 0.61, 0.00, true
YHR089C, YGR283C, 0.12, 0.61, 0.00, true
YGR283C, YMR310C, 0.30, 0.37, 0.00, true
YMR310C, YGR283C, 0.30, 0.37, 0.00, true
YGR285C, YHR064C, 0.24, 0.47, 0.15, true
YHR064C, YGR285C, 0.24, 0.47, 0.15, true
YGR285C, YJL080C, 0.35, 0.64, 0.03, true
YJL080C, YGR285C, 0.35, 0.64, 0.03, true
YGR285C, YKR057W, 0.13, 0.51, 0.00, true
YKR057W, YGR285C, 0.13, 0.51, 0.00, true
YGR285C, YPR189W, 0.27, 0.01, 0.00, true
YPR189W, YGR285C, 0.27, 0.01, 0.00, true
YGR286C, YKR064W, 0.15, 0.17, 0.00, true
YKR064W, YGR286C, 0.15, 0.17, 0.00, true
YGR294W, YHL018W, -0.03, -0.23, 0.00, true
YHL018W, YGR294W, -0.03, -0.23, 0.00, true
YHL001W, YMR029C, 0.03, -0.32, 0.00, true
YMR029C, YHL001W, 0.03, -0.32, 0.00, true
YHL001W, YMR052W, 0.05, -0.14, 0.00, true
YMR052W, YHL001W, 0.05, -0.14, 0.00, true
YHL002W, YIL156W, 0.43, 0.43, 0.03, true
YIL156W, YHL002W, 0.43, 0.43, 0.03, true
YHL002W, YLL039C, 0.21, -0.11, 0.02, true
YLL039C, YHL002W, 0.21, -0.11, 0.02, true
YHL002W, YNR006W, 0.35, 0.37, 0.05, true
YNR006W, YHL002W, 0.35, 0.37, 0.05, true
YHL003C, YKL008C, 0.74, 0.43, 0.24, true
YKL008C, YHL003C, 0.74, 0.43, 0.24, true
YHL003C, YMR298W, 0.23, -0.04, 0.04, true
YMR298W, YHL003C, 0.23, -0.04, 0.04, true
YHL003C, YPL087W, 0.47, 0.02, 0.00, true
YPL087W, YHL003C, 0.47, 0.02, 0.00, true
YHL004W, YIL093C, 0.06, 0.63, 0.06, true
YIL093C, YHL004W, 0.06, 0.63, 0.06, true
YHL004W, YJL130C, 0.44, 0.53, 0.00, true
YJL130C, YHL004W, 0.44, 0.53, 0.00, true
YHL004W, YJR060W, 0.25, 0.03, 0.00, true
YJR060W, YHL004W, 0.25, 0.03, 0.00, true
YHL004W, YJR101W, 0.29, 0.71, 0.03, true
YJR101W, YHL004W, 0.29, 0.71, 0.03, true
YHL004W, YJR113C, 0.24, 0.07, 0.04, true
YJR113C, YHL004W, 0.24, 0.07, 0.04, true
YHL004W, YKL003C, 0.31, 0.64, 0.04, true
YKL003C, YHL004W, 0.31, 0.64, 0.04, true
YHL004W, YKL155C, 0.18, 0.38, 0.06, true
YKL155C, YHL004W, 0.18, 0.38, 0.06, true
YHL004W, YLR432W, 0.29, 0.47, 0.00, true
YLR432W, YHL004W, 0.29, 0.47, 0.00, true
YHL004W, YMR158W, 0.14, 0.54, 0.00, true
YMR158W, YHL004W, 0.14, 0.54, 0.00, true
YHL004W, YMR188C, 0.09, -0.11, 0.03, true
YMR188C, YHL004W, 0.09, -0.11, 0.03, true
YHL004W, YNL137C, 0.27, 0.49, 0.07, true
YNL137C, YHL004W, 0.27, 0.49, 0.07, true
YHL004W, YNL306W, 0.20, 0.19, 0.07, true
YNL306W, YHL004W, 0.20, 0.19, 0.07, true
YHL004W, YNR037C, 0.22, 0.60, 0.00, true
YNR037C, YHL004W, 0.22, 0.60, 0.00, true
YHL004W, YOR158W, 0.34, 0.60, 0.04, true
YOR158W, YHL004W, 0.34, 0.60, 0.04, true
YHL004W, YOR243C, 0.29, 0.06, 0.02, true
YOR243C, YHL004W, 0.29, 0.06, 0.02, true
YHL004W, YPL013C, 0.17, -0.01, 0.02, true
YPL013C, YHL004W, 0.17, -0.01, 0.02, true
YHL004W, YPL118W, 0.25, 0.60, 0.05, true
YPL118W, YHL004W, 0.25, 0.60, 0.05, true
YHL004W, YPR025C, 0.24, -0.37, 0.00, true
YPR025C, YHL004W, 0.24, -0.37, 0.00, true
YHL004W, YPR080W, 0.23, 0.55, 0.00, true
YPR080W, YHL004W, 0.23, 0.55, 0.00, true
YHL006C, YLR046C, 0.17, 0.26, 0.00, true
YLR046C, YHL006C, 0.17, 0.26, 0.00, true
YHL006C, YNL021W, 0.22, 0.20, 0.00, true
YNL021W, YHL006C, 0.22, 0.20, 0.00, true
YHL007C, YHR084W, 0.38, 0.21, 0.00, true
YHR084W, YHL007C, 0.38, 0.21, 0.00, true
YHL007C, YLR229C, 0.14, -0.42, 0.14, true
YLR229C, YHL007C, 0.14, -0.42, 0.14, true
YHL007C, YLR362W, 0.42, 0.31, 0.00, true
YLR362W, YHL007C, 0.42, 0.31, 0.00, true
YHL007C, YMR049C, 0.33, 0.46, 0.00, true
YMR049C, YHL007C, 0.33, 0.46, 0.00, true
YHL007C, YNL298W, 0.47, 0.28, 0.06, true
YNL298W, YHL007C, 0.47, 0.28, 0.06, true
YHL007C, YOR212W, 0.39, -0.04, 0.01, true
YOR212W, YHL007C, 0.39, -0.04, 0.01, true
YHL007C, YPL256C, 0.35, 0.18, 0.00, true
YPL256C, YHL007C, 0.35, 0.18, 0.00, true
YHL008C, YHR121W, 0.19, -0.10, 0.00, true
YHR121W, YHL008C, 0.19, -0.10, 0.00, true
YHL011C, YHR030C, 0.18, 0.50, 0.00, true
YHR030C, YHL011C, 0.18, 0.50, 0.00, true
YHL011C, YKL181W, 0.29, 0.72, 0.00, true
YKL181W, YHL011C, 0.29, 0.72, 0.00, true
YHL014C, YIL043C, 0.22, -0.01, 0.00, true
YIL043C, YHL014C, 0.22, -0.01, 0.00, true
YHL014C, YKR059W, 0.18, 0.20, 0.00, true
YKR059W, YHL014C, 0.18, 0.20, 0.00, true
YHL014C, YLR249W, 0.34, 0.34, 0.00, true
YLR249W, YHL014C, 0.34, 0.34, 0.00, true
YHL014C, YOR133W, 0.32, 0.30, 0.00, true
YOR133W, YHL014C, 0.32, 0.30, 0.00, true
YHL014C, YPL240C, 0.34, -0.13, 0.00, true
YPL240C, YHL014C, 0.34, -0.13, 0.00, true
YHL014C, YPR074C, 0.27, 0.34, 0.00, true
YPR074C, YHL014C, 0.27, 0.34, 0.00, true
YHL015W, YOR198C, 0.12, 0.15, 0.00, true
YOR198C, YHL015W, 0.12, 0.15, 0.00, true
YHL018W, YNL113W, 0.06, 0.31, 0.00, true
YNL113W, YHL018W, 0.06, 0.31, 0.00, true
YHL019C, YKL135C, 0.40, 0.34, 0.13, true
YKL135C, YHL019C, 0.40, 0.34, 0.13, true
YHL019C, YLR170C, 0.25, 0.17, 0.29, true
YLR170C, YHL019C, 0.25, 0.17, 0.29, true
YHL019C, YPR029C, 0.43, -0.29, 0.22, true
YPR029C, YHL019C, 0.43, -0.29, 0.22, true
YHL020C, YOL004W, 0.33, 0.19, 0.00, true
YOL004W, YHL020C, 0.33, 0.19, 0.00, true
YHL022C, YHR014W, 0.28, 0.94, 0.00, true
YHR014W, YHL022C, 0.28, 0.94, 0.00, true
YHL022C, YHR157W, 0.19, 0.93, 0.27, true
YHR157W, YHL022C, 0.19, 0.93, 0.27, true
YHL022C, YLR329W, 0.30, 0.92, 0.00, true
YLR329W, YHL022C, 0.30, 0.92, 0.00, true
YHL024W, YLR429W, 0.33, -0.36, 0.00, true
YLR429W, YHL024W, 0.33, -0.36, 0.00, true
YHL025W, YJL176C, 0.24, 0.13, 0.06, true
YJL176C, YHL025W, 0.24, 0.13, 0.06, true
YHL025W, YKR001C, 0.27, -0.04, 0.03, true
YKR001C, YHL025W, 0.27, -0.04, 0.03, true
YHL025W, YMR033W, 0.14, -0.13, 0.19, true
YMR033W, YHL025W, 0.14, -0.13, 0.19, true
YHL025W, YNR023W, 0.18, -0.00, 0.11, true
YNR023W, YHL025W, 0.18, -0.00, 0.11, true
YHL025W, YOR290C, 0.34, -0.01, 0.04, true
YOR290C, YHL025W, 0.34, -0.01, 0.04, true
YHL025W, YPL016W, 0.32, 0.05, 0.05, true
YPL016W, YHL025W, 0.32, 0.05, 0.05, true
YHL025W, YPL129W, 0.12, 0.17, 0.00, true
YPL129W, YHL025W, 0.12, 0.17, 0.00, true
YHL025W, YPR034W, 0.27, 0.03, 0.00, true
YPR034W, YHL025W, 0.27, 0.03, 0.00, true
YHL027W, YJL056C, 0.28, 0.22, 0.00, true
YJL056C, YHL027W, 0.28, 0.22, 0.00, true
YHL027W, YOR275C, 0.35, 0.11, 0.00, true
YOR275C, YHL027W, 0.35, 0.11, 0.00, true
YHL029C, YNL032W, 0.31, 0.25, 0.00, true
YNL032W, YHL029C, 0.31, 0.25, 0.00, true
YHL029C, YNL099C, 0.26, 0.01, 0.17, true
YNL099C, YHL029C, 0.26, 0.01, 0.17, true
YHL030W, YHR027C, 0.43, -0.00, 0.12, true
YHR027C, YHL030W, 0.43, -0.00, 0.12, true
YHL030W, YHR200W, 0.32, 0.49, 0.27, true
YHR200W, YHL030W, 0.32, 0.49, 0.27, true
YHL030W, YJL001W, 0.26, 0.57, 0.02, true
YJL001W, YHL030W, 0.26, 0.57, 0.02, true
YHL030W, YJR077C, 0.47, -0.35, 0.02, true
YJR077C, YHL030W, 0.47, -0.35, 0.02, true
YHL030W, YKL145W, 0.31, 0.57, 0.22, true
YKL145W, YHL030W, 0.31, 0.57, 0.22, true
YHL030W, YLR421C, 0.30, 0.27, 0.20, true
YLR421C, YHL030W, 0.30, 0.27, 0.20, true
YHL030W, YML092C, 0.40, 0.46, 0.01, true
YML092C, YHL030W, 0.40, 0.46, 0.01, true
YHL030W, YOL038W, 0.23, 0.65, 0.05, true
YOL038W, YHL030W, 0.23, 0.65, 0.05, true
YHL030W, YOR117W, 0.33, 0.64, 0.14, true
YOR117W, YHL030W, 0.33, 0.64, 0.14, true
